name,current_bid,opening_bid,estimate_bid,buy_it_now,end_time,description,images,url,commission,vat_rate,has_buy_it_now,has_estimate,has_current_bid,has_opening_bid
AS NEW AMD RYZEN 5 8600G AM5 PROCESSOR (P/N: 100-100001237BOX EAN: 730143316163) (BOX SEALED),45,50,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:11 GMT",As new AMD Ryzen 5 8600G AM5 Processor (P/N: 100-100001237BOX EAN: 730143316163) (Box sealed),['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/aefe1996-c364-4e9b-a3c0-b281010419b5.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-b9cc8e7e-155e-42c4-9752-b28000e604a1,25.00,20.00,,TRUE,TRUE,TRUE
PRE-OWNED LENTEL LNL-1320-S3B DUAL READER INTERFACE MODULE (PACKAGING OPEN) (SOLD AS SEEN).,80,85,80 GBP - 100 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:11 GMT",Pre-owned Lentel LNL-1320-S3B Dual Reader Interface Module (Packaging open) (Sold as seen).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/0681293e-33eb-4538-8075-b28101041ad1.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-20c1c1ff-c8da-4c01-a1a3-b28000e60570,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW HID SIGNO 40 SMARTCARD READER (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,6,7,5 GBP - 10 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:13 GMT",As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/c1b24347-5d98-4afd-8ee9-b28200c4ab2c.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-0220a5d9-ce6c-43cb-852a-b28000e607e4,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW HID SIGNO 40 SMARTCARD READER (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,6,7,5 GBP - 10 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:13 GMT",As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/b37a453c-0b82-4522-9d81-b28200c4b277.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-abb6ef0b-1d8d-4720-be78-b28000e60870,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW HID SIGNO 40 SMARTCARD READER (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,6,7,5 GBP - 10 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:13 GMT",As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/6c92bd95-1dc4-4802-998d-b28200c4bb35.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-53b2faa0-367f-438e-a200-b28000e608d5,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW HID SIGNO 40 SMARTCARD READER (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,6,7,5 GBP - 10 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:13 GMT",As new HID Signo 40 Smartcard Reader (P/N: 40NKS-02-0002BL) (EAN: 639399034572).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/318f28e3-94af-42f5-801c-b28200c4c51c.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-bc77910a-198a-4fb9-89ac-b28000e6094f,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW SHUTTLE XPC NANO NC10U INTEL CELERON 4205U BAREBONE PC (EAN: 887993001975).,None,30,30 GBP - 50 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:14 GMT",As new Shuttle XPC Nano NC10U Intel Celeron 4205U Barebone PC (EAN: 887993001975).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/6c83df0f-d96e-412d-9ac0-b281010423cd.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-0a69f50b-d3e1-4582-990e-b28000e60ab1,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW STEELSERIES ARCTIS NOVA 7 WIRELESS GAMING HEADSET (EAN: 5707119041294).,35,40,30 GBP - 50 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:14 GMT",As new Steelseries Arctis Nova 7 Wireless Gaming Headset (EAN: 5707119041294).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/64bb84bb-0c48-484a-aeb7-b281010424db.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-1597b055-e76c-4ce4-bc65-b28000e60b2f,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW IFM ELECTRONICS O2M201 ANALOGUE CAMERA FOR MOBILE MACHINES (EAN: 4021179278263),None,30,30 GBP - 50 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:16 GMT",As new IFM Electronics O2M201 Analogue Camera for Mobile Machines (EAN: 4021179278263),['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/8049b27f-237e-4412-9840-b281010428bf.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-8c91e3c9-58a2-457b-9520-b28000e60dd2,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW IFM ELECTRONICS O2M201 ANALOGUE CAMERA FOR MOBILE MACHINES (EAN: 4021179278263),None,30,30 GBP - 50 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:16 GMT",As new IFM Electronics O2M201 Analogue Camera for Mobile Machines (EAN: 4021179278263),['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/8f6f3e25-10fa-4e7f-bcb3-b2810104296c.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-e75436d2-af36-4eac-9fe2-b28000e60e5b,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW IFM ELECTRONICS O2M201 ANALOGUE CAMERA FOR MOBILE MACHINES (EAN: 4021179278263),None,30,30 GBP - 50 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:16 GMT",As new IFM Electronics O2M201 Analogue Camera for Mobile Machines (EAN: 4021179278263),['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/d4bade34-b328-4c72-ab70-b28101042a25.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-431e35c8-cc0c-40e2-be2f-b28000e60ec1,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW IFM ELECTRONICS O2M201 ANALOGUE CAMERA FOR MOBILE MACHINES (EAN: 4021179278263),None,30,30 GBP - 50 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:17 GMT",As new IFM Electronics O2M201 Analogue Camera for Mobile Machines (EAN: 4021179278263),['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/46056744-be44-4340-8957-b28101042ae3.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-43c1fcc1-93cd-475d-a497-b28000e60f3c,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW IFM ELECTRONICS O2M201 ANALOGUE CAMERA FOR MOBILE MACHINES (EAN: 4021179278263),None,30,30 GBP - 50 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:17 GMT",As new IFM Electronics O2M201 Analogue Camera for Mobile Machines (EAN: 4021179278263),['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/c3cf4837-ad39-428a-aba6-b28101042b9d.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-5f54c00f-4856-4878-821d-b28000e60fcc,25.00,20.00,,TRUE,TRUE,TRUE
"AS NEW JUNIPER MIST AP63E-WW WI-FI 6 OUTDOOR ACCESS POINT (P/N: AP63E-WW-98649) (BOX OPEN, SOME DAMA",None,30,30 GBP - 50 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:17 GMT","As new Juniper Mist AP63E-WW Wi-Fi 6 Outdoor Access Point (P/N: AP63E-WW-98649) (Box open, some damage to packaging).",['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/8b154b55-44f6-44a7-b96f-b28101042c82.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-3f3b0c4a-f714-4d19-944f-b28000e61050,25.00,20.00,,TRUE,TRUE,TRUE
"AS NEW DELL 24"" VIDEO CONFERENCING MONITOR (P/N: P2424HEB) (BOX OPEN).",None,50,50 GBP - 70 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:17 GMT","As new Dell 24"" Video Conferencing Monitor (P/N: P2424HEB) (Box open).",['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/4e26532a-80ef-45d7-a78d-b28101042d18.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-25923c54-8c52-4a15-849c-b28000e610bc,25.00,20.00,,TRUE,TRUE,TRUE
SIXTEEN AS NEW CANON PG-540 BLACK & CL-541 COLOUR INK CARTRIDGE + PHOTO PAPER VALUE PACKS (EAN: 8714,140,150,140 GBP - 180 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:18 GMT",Sixteen as new Canon PG-540 Black & CL-541 Colour Ink Cartridge + Photo Paper Value Packs (EAN: 8714574679754).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/7d2898e4-057d-4664-9711-b28101042f20.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-c741cd40-5952-40da-aa48-b28000e612d2,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW ZEBRA ZD22042-D0EG00EZ DIRECT THERMAL PINTER (BOX SEALED).,40,45,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:19 GMT",As new Zebra ZD22042-D0EG00EZ Direct Thermal Pinter (Box sealed).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/6fd45f62-bf2f-47f9-b58a-b28101042fbc.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-81e4586b-bc9f-4b05-a732-b28000e61343,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW CRESTRON HD-RX-4KZ-101DM LITE 4K60 4:4:4 RECEIVER (P/N: 6511813).,None,40,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:19 GMT",As new Crestron HD-RX-4KZ-101DM Lite 4K60 4:4:4 Receiver (P/N: 6511813).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/0b8dece6-80d8-4cca-8876-b2810104305d.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-f4b7e1fa-1788-4db4-88be-b28000e613ba,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW CRESTRON HD-RX-4KZ-101DM LITE 4K60 4:4:4 RECEIVER (P/N: 6511813).,None,40,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:19 GMT",As new Crestron HD-RX-4KZ-101DM Lite 4K60 4:4:4 Receiver (P/N: 6511813).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/fca65c5a-ad7e-42d3-85ad-b281010430f5.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-ff35f7a8-63e9-40e0-94b9-b28000e6142b,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW CRESTRON HD-RX-4KZ-101DM LITE 4K60 4:4:4 RECEIVER (P/N: 6511813).,None,40,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:19 GMT",As new Crestron HD-RX-4KZ-101DM Lite 4K60 4:4:4 Receiver (P/N: 6511813).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/503aeb49-23e0-4e75-a9e3-b281010431a9.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-5aa5b288-4a8c-48a6-a551-b28000e6149c,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW CRESTRON HD-RX-4KZ-101DM LITE 4K60 4:4:4 RECEIVER (P/N: 6511813).,None,40,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:20 GMT",As new Crestron HD-RX-4KZ-101DM Lite 4K60 4:4:4 Receiver (P/N: 6511813).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/1edbb854-efdf-4b69-b450-b28101043251.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-a93aefdd-7201-401f-9ffe-b28000e6150b,25.00,20.00,,TRUE,TRUE,TRUE
AS NEW RUCKUS ZONEDIRECTOR 1200 WIRELESS CONTROLLER (P/N: 901-1205-UK00).,40,45,40 GBP - 60 GBP,Unknown,"Bidding ends:
18 Feb 2025 12:20 GMT",As new Ruckus ZoneDirector 1200 Wireless Controller (P/N: 901-1205-UK00).,['https://portal-images.azureedge.net/auctions-2025/ibbc10376/images/f2687e81-ee67-4927-816c-b281010432f2.jpg?w=540&h=360'],https://www.i-bidder.com/en-gb/auction-catalogues/bcva/catalogue-id-ibbc10376/lot-617caceb-7214-495d-acc5-b28000e61592,25.00,20.00,,TRUE,TRUE,TRUE
